"path.to.input","perceptdist","moveangle","diffusionrate","swarming","winddirection","windspeed","meanenergy","beetle_percentsucc1","max_flightdist_inf1","max_distance_host1","mean_flightdist_inf1","mean_distance_host1","max_flightdist_all1","mean_flightdist_all1","mean_traveldist1","max_traveldist1","mean_airline1","max_airline1","nhost1"
"input/D/",5.7,74.6,10,15,288.7,3.6,8.9,91,1637.19,102.59,29.84,17.16,3490,45.28,58.9,5041.04,31.94,1396.6,283
"input/D/",6,0.7,0,36,102.1,0.7,6.9,83.55,2815,33.54,28.49,10.11,4415,39.92,60.72,8805.85,36.89,1987.44,217
"input/D/",5.7,27,5,52,300.8,1.4,13.6,2.48,3860.92,30.41,78.4,15.86,5415,540.02,593.14,5992.72,343.27,1953.65,4
"input/D/",1,53.2,11,28,144.2,2.3,10.8,66.36,2300,87.32,43.52,14.84,2880,139.03,245.7,4991.66,122.69,1439.47,171
"input/D/",0.6,65.4,13,26,117.8,3.9,13.6,42.43,2005,572.93,109.23,101.5,2850,274.24,503.37,5301.13,243.92,1425.58,110
"input/D/",1,51.5,12,32,341.3,0.5,8.2,82.58,2495,69.64,25.81,10.64,3715,52.95,59.78,4091.7,36.83,1663.55,228
"input/D/",5.9,74,15,27,302.5,4,9.8,84.96,3829.84,77.78,34.32,13.33,4740,69.16,74.26,5289.68,36.3,1156.7,238
"input/D/",2.2,14.4,9,33,135.3,5.3,7.3,82.52,1765,35.36,29.42,10.61,2995,43.18,67.19,4673.41,38.91,1547.94,218
"input/D/",0.4,81.2,6,7,213.9,0.9,13.4,83.68,2355,626.6,58.49,91.98,2700,100.4,178.21,4658.02,86.41,1513.56,329
"input/D/",5.5,27.6,12,43,225.1,3,13.4,9.83,4205,89.44,108.99,40.29,5190,509.38,529.49,5419.86,318.42,1990.36,20
"input/D/",4.5,84,22,56,289.1,3.7,11.8,54.08,1860,504.41,72.12,51.82,2655,206.59,401.41,4629.95,202.17,1584.84,100
"input/D/",3,72.4,13,11,9.3,1,9.8,91.6,2230,175.29,32.65,23.6,2945,51.57,80.59,4823.21,39.93,1845.17,323
"input/D/",0.4,37.6,13,25,26.4,1.7,7.7,86.7,2025,69.64,24.05,11.01,3395,41.54,45.28,3893.34,33.75,1781.91,239
"input/D/",2.4,46,19,48,27,3.8,11.3,51.1,4002.09,97.08,59.42,21.25,4600,221.63,323.33,6588.36,140.09,2000.65,114
"input/D/",2.2,45.6,21,39,241.5,4.3,9.9,70.99,2593.52,93.41,32.34,14.29,4190,108.47,155.5,6227.42,75.43,1492.51,186
"input/D/",0.5,63.6,16,18,285.1,0.1,11.8,77.25,2425,501.42,49.8,45.12,3250,113.06,195.1,5829.44,97.39,1584.06,229
"input/D/",5.6,45.5,1,39,28.3,3.4,10.3,67.45,3250,89.44,39.76,15.13,4810,136.7,181.15,6612.75,82.72,1971.46,168
"input/D/",5.9,26.4,0,28,152.7,5.4,13.9,18.08,4395,106.3,116.31,38.86,5590,488.88,587.11,6745.42,318.48,2001.96,41
"input/D/",1.4,0.1,17,45,204,3.9,11.2,42.43,2820,416.47,74.16,44.26,6485,232.6,388.8,12928.3,260.55,1571.9,97
"input/D/",4,57,1,26,208.8,4.8,13,58.64,3800,198.49,97.39,33.24,6490,264.86,311.84,7904.59,116.1,1448.47,136
"input/D/",4.3,48.1,2,53,230.9,2.6,13.1,28.14,2040,275.41,134.92,84.69,4160,400.23,692.94,6864.8,323,1521.94,60
"input/D/",0.7,37.3,5,7,335.3,4.4,7.7,92.76,1425,128.06,27.63,24.71,2555,36.14,60.21,4413.69,35.94,1535.31,338
"input/D/",2.8,70.5,18,7,155,1.2,8.6,94.13,3830,78.1,28.58,15.51,5450,39.13,39.8,5558.81,26.92,1100.94,330
"input/D/",5.3,77.4,20,32,299.9,1.2,9.3,82,1905,124.2,32.31,18.45,3045,62.17,104.25,5309.32,51.79,1548.04,214
"input/D/",4.7,80.9,5,51,2,1,13.9,47.36,3370,217.08,119.14,47.06,4230,326.54,505.65,6438.79,194.62,1815.62,92
"input/D/",5.2,66,21,20,288.6,2.2,10.6,82.92,1815,170.07,38.59,31.7,2860,76.33,135.15,4906.62,69.13,1573.47,238
"input/D/",0.2,45,5,28,316.1,5.4,11.5,60.13,4360,107.35,58.24,25.65,4740,199.81,247.83,5935.65,112.83,1577.29,161
"input/D/",4.8,76.4,0,26,338.4,1.9,12.1,75.29,5015,124.2,66.98,26.51,6730,152.36,186.89,8388.72,67.59,1472.57,196
"input/D/",2.9,39.7,10,20,205.5,3.4,7.7,90.21,1615,85.44,25.86,12.15,3595,36.73,58.96,5942.3,32.99,1479.65,260
