"BehaviorSpace results (NetLogo 6.0.4)"
"/scratch/ws/0/s1426633-CAL/IPS-SPREADS-2-4-SA.nlogo"
"A"
"02/03/2021 15:32:07:854 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","300","0","300"
"[run number]","seed","path-to-input","generations","[step]","perceptdist","moveangle","diffusionrate","swarming","winddirection","windspeed","meanenergy","beetle_percentsucc1","max_flightdist_inf1","max_distance_host1","mean_flightdist_inf1","mean_distance_host1","max_flightdist_all1","mean_flightdist_all1","mean_traveldist1","max_traveldist1","mean_airline1","max_airline1","nhost1"
"23","17","input/A/","1","10232","3.3","67.7","12","45","43.7","5.4","9.8","6.9266773228411","1040","81.39","68.17","24.77","1945","134.92536581359255","238.12220790895682","3111.371625656257","108.35968319821671","958.3024512559973","11"
"20","17","input/A/","1","4244","1.3","20.7","8","13","274.9","0.4","11","7.290282677417877","3290","350.46","183.2","102.59","4640","300.6896684424967","481.9355783436778","7137.828871237485","301.87486642919845","1811.165830002993","24"
"28","17","input/A/","1","6268","1.3","53","13","25","102.8","3.7","7.4","44.80356850548372","1725","26.93","32.28","10.94","2525","86.85179773945268","161.03181191177208","4538.609889781815","88.19082595445336","1657.2419340089562","116"
"30","17","input/A/","1","5136","0.6","58.9","14","19","23.4","5.3","9.3","33.116978688331564","1650","93.01","52.23","25.92","2985","101.03939205745979","154.06746115027238","4065.535149870777","68.988957653423","823.5534416874536","88"
"29","17","input/A/","1","5668","2.8","59.1","16","22","260.9","3.1","8.7","39.636775907651234","1920","302.08","50.65","33.12","2840","148.8327472433231","343.0842168578247","4904.841349578218","210.0424812632734","1797.5282754800146","87"
"25","17","input/A/","1","11287","5.9","63.3","18","50","249.8","1.5","9","13.548556430446194","1595","170.07","51.36","16.62","3010","237.68002157216216","559.6964884002631","5687.751895375586","338.9962162471626","1813.9970270952085","23"
"18","17","input/A/","1","12942","4.7","75.5","5","56","188.3","3.5","12.7","0","0","0","0","0","5270","596.2754527856158","982.7930397448966","7516.599783595461","413.33113269432124","1738.135482024812","0"
"31","17","input/A/","1","7764","0.7","25.6","16","32","136.9","1.5","8.2","33.73209891088072","1960","243.31","49.64","20.07","3050","155.30576358239915","314.68871162780044","5869.485567598596","196.2640257147188","1898.9269235048778","94"
"24","17","input/A/","1","7371","1.4","62.4","12","26","292.5","3.1","12.9","5.788053975133726","4215","92.2","262.59","48.87","7930","435.4251066478189","448.5634691688994","8257.830786988885","137.74163046570197","1605.9651441938154","12"
"27","17","input/A/","1","13020","2","82.6","17","55","282.1","2.5","11","4.149028608902369","4309.08","43.01","143.88","20.28","6670","400.7651083856192","477.0179091229877","8023.098213084584","134.79739522279883","1563.487815344489","6"
"26","17","input/A/","1","8468","4.8","14","12","34","139.4","1.8","13.6","0","0","0","0","0","4865","441.2060592461075","467.9600535425976","5146.185333886553","379.48019842249266","1902.0198947824692","0"
"33","17","input/A/","1","12185","1.7","78.5","23","54","104.4","1.5","9.4","13.409876979915891","2595","43.01","76.21","10.88","2900","241.39737109555773","401.2452399494475","5015.718616110725","173.64757357413578","1526.684505508658","30"
"35","17","input/A/","1","8259","4.1","15.3","5","33","31.8","4.1","12.2","5.478573135481421","4290","205.91","316.95","74.58","5430","226.63626831117563","367.7944400085824","9472.06656925957","173.77268301484688","1529.2268948770472","16"
"37","17","input/A/","1","8416","4.5","15","12","34","8.5","1.2","11.7","0.9879810920859963","3180","205.55","412.67","100.37","5120","212.1668061604228","363.84998977899613","9198.210768490988","172.80711275532576","1489.1157756720868","3"
"40","17","input/A/","1","9426","2.4","88.7","12","41","351.7","4.7","10","9.906470794212838","1865","68.01","86.43","31.25","3045","157.56277080171705","236.78734146864645","4142.20567448478","91.3485254237252","884.1449132678927","24"
"34","17","input/A/","1","9418","0.7","61.3","14","40","213.9","3.5","11","2.8125818705789887","835","149.83","112.16","63.7","3320","365.4459869333659","913.7714546960326","5693.117901284555","566.1451022088326","1810.5307108134525","4"
"32","17","input/A/","1","5564","2.6","75.2","7","18","194","2.5","12.1","20.10874189262597","4785","111.8","201.23","41.79","6840","395.0870980028553","446.0332618852293","8165.737948393688","124.81483862677004","1668.1605627175486","57"
